Name Category,Name Store,Name Product,Name Brand,Image URL,Description,Price,Product URL
Laptop,Xgear,Laptop Gaming Asus TUF A15 FA506ICB-HN355W Geforce RTX 3050 4GB AMD Ryzen 5 4600H 8GB 512GB 15.6″ 144Hz IPS Win 11 Gray Metal RGB,Asus,https://xgear.net/wp-content/uploads/2022/12/Asus-TUF-A15-FA506ICB-HN355W-1.jpg,"ASUS TUF A15 FA506ICB-HN355W sẽ thay đổi cách bạn nhìn vào laptop chơi game. được trang bị phần cứng ấn tượng, thiết kế gọn nhưng mạnh mẽ. Trang bị bộ vi xử lý AMD thế hệ mới nhất, hỗ trợ ram tối đa 32GB, VGA RTX 30 series, màn hình IPS 144Hz với bàn phím có đèn nền RGB. Có bàn phím chuyên dụng chơi game với các phím RGB-backlit. Cụm phím WASD nổi bật và công nghệ Overstroke để thao tác nhanh và chính xác. Với màn hình NanoEdge IPS cấp độ tiên tiến, và độ bền được chứng nhận kiểm tra MIL-STD-810G. ASUS TUF A15 FA506ICB-HN355W mang đến trải nghiệm chơi game phong phú mọi lúc mọi nơi!","17,990,000 ₫",https://xgear.net/san-pham/laptop-gaming-asus-tuf-a15-fa506icb-hn355w/
Laptop,Xgear,Laptop MSI Modern 14 C13M 608VN / 611VN / 612VN Intel Core i5 1335U 16GB 512GB 14″ FHD IPS Backlight Keyboard Win 11,MSI,https://xgear.net/wp-content/uploads/2023/01/msi-modern-2023.png,"Bừng sáng cuộc sống của bạn với Modern Series hoàn toàn mới. Mỏng, mạnh mẽ và phong cách – MSI Modern 14 C13M được trang bị mọi thứ để bạn theo đuổi đam mê của mình ngay cả trong công việc và giải trí. Hãy để hiệu suất tuyệt vời của nó giúp bạn chinh phục bất kỳ nhiệm vụ nào và tăng thêm sự tinh tế cho năng suất hàng ngày của bạn.","17,990,000 ₫",https://xgear.net/san-pham/laptop-msi-modern-14-c13m-16gb/
Laptop,Xgear,Laptop Gaming Asus ROG Strix G15 G513IH-HN015W Geforce GTX 1650 4GB AMD R7 4800H 8GB 512GB 15.6″ 144Hz FHD IPS 4 Zones Win 11,Asus,https://xgear.net/wp-content/uploads/2022/12/Laptop-Gaming-Asus-ROG-Strix-G15-G513IH-HN015W.jpg,"Asus ROG Strix G15 G513IH-HN015W với CPU manh mẽ R7 4800H và GPU GeForce GTX™ 1650. Mọi hoạt động từ chơi game tới thao tác đa nhiệm đều nhanh và mượt mà. Chơi game với màn hình siêu nhanh FHD 144Hz. Công nghệ Adaptive-Sync cho tựa game siêu mượt. Hệ thống tản nhiệt cao cấp giữ cho máy luôn mát mẻ dưới những thử thách cam go. Với bất kỳ game nào, bạn đều có thể có được những màn chơi hoàn hảo.","18,490,000 ₫",https://xgear.net/san-pham/laptop-asus-rog-strix-g15-g513ih-hn015w/
Laptop,Xgear,Laptop Gaming Acer Nitro 5 Eagle AN515-57-5669 Geforce GTX 1650 4GB Intel Core i5 11400H 8GB 512GB 15.6″ 144Hz IPS 4-zones Win 11,Acer,https://xgear.net/wp-content/uploads/2022/12/Laptop-Gaming-Acer-Nitro-5-Eagle-AN515-57-5669-Geforce-GTX-1650-4GB-Intel-Core-i5-11400H-8GB-512GB-15.6%E2%80%B2%E2%80%B2-144Hz-IPS-4-zones-Win-11.jpg,"Acer Nitro 5 AN515-57-5669 tích hợp những “vũ khí” mới nhất. Bao gồm CPU i5 11400H, VGA GTX 1650 cho hiệu năng xử lý mạnh mẽ.","18,490,000 ₫",https://xgear.net/san-pham/laptop-gaming-acer-nitro-5-an515-57-5669/
Laptop,Xgear,Laptop MSI Modern 15 B13M Intel Core i5 1335U 16GB 512GB 15.6″ FHD IPS Backlight Keyboard Win 11,MSI,https://xgear.net/wp-content/uploads/2023/03/msi-modern-15-2023.jpg,"Bừng sáng cuộc sống của bạn với Modern Series hoàn toàn mới. Mỏng, mạnh mẽ và phong cách – MSI MSI Modern 15 B13M được trang bị mọi thứ để bạn theo đuổi đam mê của mình ngay cả trong công việc và giải trí. Hãy để hiệu suất tuyệt vời của nó giúp bạn chinh phục bất kỳ nhiệm vụ nào và tăng thêm sự tinh tế cho năng suất hàng ngày của bạn.","18,490,000 ₫",https://xgear.net/san-pham/laptop-msi-modern-15-b13m-i5/
Laptop,Xgear,Apple Macbook Air M1 8CPU 7GPU 8GB RAM 256GB SSD 13.3-inch Mac-OS,Apple,https://xgear.net/wp-content/uploads/2023/01/macair-grey-2.jpeg,Chip Apple M1 mang đến cho Macbook Air M1 MGN63SA/A 13 inch tốc độ và sức mạnh vượt ngoài sức tưởng tượng. Với hiệu suất tăng 3.5 lần so với thế hệ trước. Với Neural Engine tiên tiến nhất đẩy hiệu năng nhanh hơn tới 11 lần. Và thời lượng pin lên đến 20 giờ – lâu nhất so với bất kỳ máy Macbook Air M1 MGN63SA/A nào từ trước đến nay.,"18,690,000 ₫",https://xgear.net/san-pham/apple-macbook-air-m1/
Laptop,Xgear,Laptop Gaming MSI Alpha 15 B5EEK 216VN / 203VN Radeon RX6600M 8GB Ryzen 5 5600H 8GB 512GB 15.6” IPS 144Hz KB RGB Win 11,MSI,https://xgear.net/wp-content/uploads/2023/01/MSI-Alpha-15-B5EEK-203VN.jpg,MSI Alpha 15 B5EEK 203VN được xây dựng bằng công nghệ 7nm đột phá mới nhất. Bộ xử lý di động AMD Ryzen ™ 5 5600H. Với Đồ họa di động Radeon ™ RX 6600M mang đến hiệu suất ngang tầm máy tính để bàn trong máy tính xách tay chơi game. Tận hưởng trải nghiệm chơi game và đa phương tiện sống động.,"19,290,000 ₫",https://xgear.net/san-pham/laptop-gaming-msi-alpha-15-b5eek-203vn/
Laptop,Xgear,Laptop Gaming MSI GF63 Thin 11UC 1230VN Geforce RTX 3050 4GB Intel Core i5 11400H 8GB 512GB 15.6” FHD 144Hz IPS Backlight Keyboard Win 11,MSI,https://xgear.net/wp-content/uploads/2022/12/MSI-GF63-Thin-11UC-1230VN.jpg,"MSI GF63 Thin 11UC 1230VN sinh ra để thích nghi, tồn tại và phát triển. Thế hệ mới sở hữu chip i5 11400H và GPU RTX 3050 mới nhất.","18,990,000 ₫",https://xgear.net/san-pham/laptop-gaming-msi-gf63-thin-11uc-1230vn/
Laptop,Xgear,Laptop Gaming Acer Nitro 5 Eagle AN515-57-54MV Geforce RTX 3050 4GB Intel Core i5 11400H 8GB 512GB 15.6″ 144Hz IPS FHD 4-zones Win 11,Acer,https://xgear.net/wp-content/uploads/2022/12/Acer-Nitro-5-Eagle-AN515-57-54MV-1.jpg,"Acer Nitro 5 AN515-57-54MV tích hợp những “vũ khí” mới nhất. Bao gồm CPU i5 11400H, VGA RTX 3050 cho hiệu năng xử lý mạnh mẽ.","19,690,000 ₫",https://xgear.net/san-pham/laptop-acer-nitro-5-an515-57-54mv/
Laptop,Xgear,Laptop Gaming Asus TUF F15 FX506HC-HN144W RTX 3050 4GB Intel Core i5 11400H 8GB 512GB 15.6″ FHD IPS 144Hz Graphite Black RGB Win 11,Asus,https://xgear.net/wp-content/uploads/2022/12/Laptop-Gaming-Asus-TUF-F15-FX506HC-HN144W-RTX-3050-4GB-Intel-Core-i5-11400H-8GB-512GB-15.6%E2%80%B2%E2%80%B2-FHD-IPS-144Hz-Graphite-Black-RGB-Win-11.jpg,"Asus TUF F15 FX506HC-HN144W sẽ thay đổi cách bạn nhìn vào laptop chơi game. được trang bị phần cứng ấn tượng, thiết kế gọn nhưng mạnh mẽ. Trang bị bộ vi xử lý Intel thế hệ mới nhất, hỗ trợ ram tối đa 32GB, VGA GTX 16 series, màn hình IPS 144Hz với bàn phím có đèn nền RGB. Có bàn phím chuyên dụng chơi game với các phím RGB-backlit. Cụm phím WASD nổi bật và công nghệ Overstroke để thao tác nhanh và chính xác. Với màn hình NanoEdge IPS cấp độ tiên tiến, và độ bền được chứng nhận kiểm tra MIL-STD-810G. Asus TUF F15 FX506HC-HN144W mang đến trải nghiệm chơi game phong phú mọi lúc mọi nơi!","19,990,000 ₫",https://xgear.net/san-pham/laptop-asus-tuf-f15-fx506hc-hn144w/
Laptop,Xgear,Laptop Gigabyte G5 GE-51VN263SH RTX 3050 4GB Intel Core i5 12500H 8GB 512GB 15.6″ FHD 144Hz Black Win11,Gigabyte,https://xgear.net/wp-content/uploads/2023/01/Gigabyte-G5-GE-51VN263SH.jpg,"Laptop Gigabyte G5 GE-51VN263SH trang bị bộ vi xử lý intel Core thế hệ 12th với hiệu suất vượt trội cho phép thực hiện các tác vụ hàng ngày nhanh chóng và mượt mà. Để bạn có thể tự do sáng tạo nội dung, livestream hay chơi game bất cứ khi nào bạn muốn.","19,990,000 ₫",https://xgear.net/san-pham/laptop-gigabyte-g5-ge-51vn263sh/
Laptop,Xgear,Laptop Gaming Asus TUF F15 FX506HF-HN014W RTX 2050 4GB Intel Core i5 11400H 8GB 512GB 15.6″ FHD IPS 144Hz Graphite Black RGB Win 11,Asus,https://xgear.net/wp-content/uploads/2023/03/Asus-TUF-F15-FX506HF-HN014W.jpg,"ASUS TUF F15 FX506HF-HN014W sẽ thay đổi cách bạn nhìn vào laptop chơi game. được trang bị phần cứng ấn tượng, thiết kế gọn nhưng mạnh mẽ. Trang bị bộ vi xử lý Intel thế hệ mới nhất, hỗ trợ ram tối đa 32GB, VGA RTX 20 series, màn hình IPS 144Hz với bàn phím có đèn nền RGB. Có bàn phím chuyên dụng chơi game với các phím RGB-backlit. Cụm phím WASD nổi bật và công nghệ Overstroke để thao tác nhanh và chính xác. Với màn hình NanoEdge IPS cấp độ tiên tiến, và độ bền được chứng nhận kiểm tra MIL-STD-810G. ASUS TUF F15 FX506HF-HN014W mang đến trải nghiệm chơi game phong phú mọi lúc mọi nơi!","19,990,000 ₫",https://xgear.net/san-pham/laptop-gaming-asus-tuf-f15-fx506hf-hn014w/
Laptop,Xgear,Laptop Asus VivoBook Pro 15X A1505VA-L1114W Intel Core i5 13500H 16GB 512GB 15.6″ OLED FHD Win11,Asus,https://xgear.net/wp-content/uploads/2023/03/Asus-VivoBook-Pro-15X-A1505VA-L1114W.jpg,"Tỏa sáng với cả thế giới cùng Laptop Asus VivoBook Pro 15X A1505VA-L1114W, máy tính xách tay đầy đủ tính năng với màn hình OLED HDR cực sáng với dải màu DCI-P3 đẳng cấp điện ảnh. Laptop Asus VivoBook Pro 15X A1505VA-L1114W cho phép hoàn thành mọi việc dễ dàng, mọi lúc mọi nơi: mọi khía cạnh đều được cải tiến, từ bộ vi xử lý di động Intel® thế hệ 12 mạnh mẽ tới bản lề duỗi thẳng 180°, thiết kế hình học thanh mảnh và màu sắc hiện đại. Bắt đầu ngày mới đầy hứng khởi với Laptop Asus VivoBook Pro 15X A1505VA-L1114W OLED!","19,990,000 ₫",https://xgear.net/san-pham/laptop-asus-vivobook-pro-15x-a1505va-l1114w/
Laptop,Xgear,Laptop Asus VivoBook Pro 14X A1405VA-KM095W Intel Core i5 13500H 16GB 512GB 14″ OLED 2.8K Win11,Asus,https://xgear.net/wp-content/uploads/2023/03/Asus-VivoBook-Pro-14X-A1405VA-KM095W.jpg,"Tỏa sáng với cả thế giới cùng Laptop Asus VivoBook Pro 14X A1405VA-KM095W, máy tính xách tay đầy đủ tính năng với màn hình OLED HDR cực sáng với dải màu DCI-P3 đẳng cấp điện ảnh. Laptop Asus VivoBook Pro 14X A1405VA-KM095W cho phép hoàn thành mọi việc dễ dàng, mọi lúc mọi nơi: mọi khía cạnh đều được cải tiến, từ bộ vi xử lý di động Intel® thế hệ 12 mạnh mẽ tới bản lề duỗi thẳng 180°, thiết kế hình học thanh mảnh và màu sắc hiện đại. Bắt đầu ngày mới đầy hứng khởi với Laptop Asus VivoBook Pro 14X A1405VA-KM095W OLED!","19,990,000 ₫",https://xgear.net/san-pham/laptop-asus-vivobook-pro-14x-a1405va-km095w/
Laptop,Xgear,Laptop HP Victus 15 fa0115TX 7C0X1PA RTX 3050 4GB Intel i5 12500H 8GB 512GB 15.6″ FHD IPS 144Hz Đen Win 11,HP,https://xgear.net/wp-content/uploads/2023/01/Laptop-HP-Victus-15-fa0115TX-7C0X1PA-e1678779856542.jpg,"Laptop HP Victus 15 fa0115TX 7C0X1PA sẽ đáp ứng mọi nhu cầu chơi game của bạn. Được trang bị CPU lên tới Intel® Core™ i5 thế hệ 12th, VGA NVIDIA® GeForce RTX™ mạnh mẽ cùng hệ thống tản nhiệt đã được nâng cấp. Cùng với đó là độ phân giải cao, màn hình nhanh và OMEN Gaming Hub đều có trên Laptop HP Victus 15 fa0115TX 7C0X1PA.","20,490,000 ₫",https://xgear.net/san-pham/laptop-hp-victus-15-fa0115tx-7c0x1pa/
Laptop,Xgear,Laptop Gaming Asus ROG Strix G15 G513IE-HN729W Geforce RTX 3050 4GB AMD R7 4800H 8GB 512GB 15.6″ 144Hz FHD IPS 4 Zones Win 11,Asus,https://xgear.net/wp-content/uploads/2023/02/Laptop-Gaming-Asus-ROG-Strix-G15-G513IE-HN729W.jpg,"Asus ROG Strix G15 G513IE-HN729W với CPU manh mẽ R7 4800H và GPU GeForce RTX™ 3050Ti. Mọi hoạt động từ chơi game tới thao tác đa nhiệm đều nhanh và mượt mà. Chơi game với màn hình siêu nhanh FHD 144Hz. Công nghệ Adaptive-Sync cho tựa game siêu mượt. Hệ thống tản nhiệt cao cấp giữ cho máy luôn mát mẻ dưới những thử thách cam go. Với bất kỳ game nào, bạn đều có thể có được những màn chơi hoàn hảo.","20,490,000 ₫",https://xgear.net/san-pham/laptop-gaming-asus-rog-strix-g15-g513ie-hn729w/
Laptop,Xgear,Laptop Gaming Asus TUF F15 FX506HF-HN017W RTX 2050 4GB Intel Core i5 11400H 16GB 512GB 15.6″ FHD IPS 144Hz Graphite Black RGB Win 11,Asus,https://xgear.net/wp-content/uploads/2023/04/Asus-TUF-F15-FX506HF-HN017W.jpg,"ASUS TUF F15 FX506HF-HN017W sẽ thay đổi cách bạn nhìn vào laptop chơi game. được trang bị phần cứng ấn tượng, thiết kế gọn nhưng mạnh mẽ. Trang bị bộ vi xử lý Intel thế hệ mới nhất, hỗ trợ ram tối đa 32GB, VGA RTX 20 series, màn hình IPS 144Hz với bàn phím có đèn nền RGB. Có bàn phím chuyên dụng chơi game với các phím RGB-backlit. Cụm phím WASD nổi bật và công nghệ Overstroke để thao tác nhanh và chính xác. Với màn hình NanoEdge IPS cấp độ tiên tiến, và độ bền được chứng nhận kiểm tra MIL-STD-810G. ASUS TUF F15 FX506HF-HN017W mang đến trải nghiệm chơi game phong phú mọi lúc mọi nơi!","20,490,000 ₫",https://xgear.net/san-pham/laptop-gaming-asus-tuf-f15-fx506hf-hn017w/
Laptop,Xgear,Laptop Gaming MSI Katana GF66 12UC 815VN / 699VN Geforce RTX 3050 4GB Intel Core i5 12450H 8GB 512GB 15.6” FHD IPS 144Hz RGB Win 11,MSI,https://xgear.net/wp-content/uploads/2023/01/MSI-Katana-GF66-12UC-699VN.jpg,"MSI Katana GF66 12UC 815VN / 699VN với vi xử lí Intel® Core™ i5 thế hệ 12 mới nhất và card đồ họa NVIDIA® GeForce RTX™ 30 series, MSI Katana GF66 12UC 815VN / 699VN được thiết kế tối ưu để phát huy trọn vẹn sức mạnh khi chơi game. Chiếc MSI Katana GF66 12UC 815VN / 699VN mới được trau chuốt tỉ mỉ như cách những người thợ rèn rèn nên những lưỡi kiếm sắc bén. Sở hữu hiệu năng vượt trội để chiến thắng trên mọi đấu trường.","20,990,000 ₫",https://xgear.net/san-pham/laptop-msi-katana-gf66-12uc-815vn-699vn/
Laptop,Xgear,Laptop Gigabyte G5 GE-51VN213SH RTX 3050 4GB Intel Core i5 12500H 16GB 512GB 15.6″ FHD 144Hz Black Win11,Gigabyte,https://xgear.net/wp-content/uploads/2023/01/g5-ge-ava.png,"Laptop Gigabyte G5 GE-51VN213SH trang bị bộ vi xử lý intel Core thế hệ 12th với hiệu suất vượt trội cho phép thực hiện các tác vụ hàng ngày nhanh chóng và mượt mà. Để bạn có thể tự do sáng tạo nội dung, livestream hay chơi game bất cứ khi nào bạn muốn.","20,990,000 ₫",https://xgear.net/san-pham/laptop-gigabyte-g5-ge-51vn213sh/
Laptop,Xgear,Laptop Gaming MSI Cyborg 15 A12UCX 281VN Geforce RTX 2050 4GB Intel Core i5 12450H 8GB 512GB 15.6” FHD 144Hz IPS Backlight Keyboard Win 11,MSI,https://xgear.net/wp-content/uploads/2023/03/MSI-Cyborg-15-A12UCX.jpg,"<span data-mce-type=""bookmark"" style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" class=""mce_SELRES_start"">﻿</span> ","20,990,000 ₫",https://xgear.net/san-pham/laptop-gaming-msi-cyborg-15-a12ucx-281vn/
